,Ranking,Song Names,Artists,Song Ids,Streams,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
32,33,Youngblood,5 Seconds of Summer,2iUXsYOEPhVqEBwsqP70rE,1528181930.0,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,4
33,34,Money In The Grave (Drake ft. Rick Ross),"Drake, Rick Ross",5ry2OE6R2zPQFDO85XkgRb,,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,4
34,35,Speechless,Dan + Shay,7q7jyVU0f0hnod8tsaUmxg,451529464.0,0.631,0.44,1,-5.948,1,0.028,0.328,0.0,0.239,0.418,136.033,4
35,36,"break up with your girlfriend, i'm bored",Ariana Grande,4kV4N9D1iKVxx1KLvtTpjS,,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,4
36,37,Please Me,"Cardi B, Bruno Mars",0PG9fbaaHFHfre2gUVo7AN,,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,4
37,38,Money,Cardi B,2GGMabyHXnJmjY6CXhhB2e,,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,4
38,39,You Need To Calm Down,Taylor Swift,29fRTIKsJhLUJoldM89GZS,,0.768,0.678,2,-5.604,1,0.0505,0.00838,0.0,0.0596,0.706,85.025,4
39,40,Panini,Lil Nas X,6fTt0CH2t0mdeB2N9XFG5r,,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,4
40,41,Look Back at It,A Boogie Wit da Hoodie,3Ol2xnObFdKV9pmRD2t9x8,621026275.0,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,4
41,42,a lot,21 Savage,2t8yVaLvJ0RenpXUIAC52d,,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,4
42,43,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",4MsUsFfWseB9M2plGJyuIw,,0.614,0.839,0,-4.143,1,0.0702,0.0291,0.0,0.112,0.657,182.123,4
43,44,MIA (feat. Drake),"Bad Bunny, Drake",116H0KvKr2Zl4RPuVBruDO,2018.0,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,4
44,45,Pop Out (feat. Lil Tjay),"Polo G, Lil Tjay",5AjINjwKyRvQJhSe2zpPHi,,0.861,0.621,1,-7.106,1,0.362,0.121,0.0,0.0689,0.254,83.976,4
45,46,Beautiful Crazy,Luke Combs,2rxQMGVafnNaRaXlRMWPde,,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,4
46,47,Thotiana,Blueface,3oh6SCCeLuXhFpEyepla6G,354369467.0,0.906,0.382,10,-12.89,0,0.269,0.18,0.0,0.113,0.391,104.025,4
47,48,Lucid Dreams,Juice WRLD,285pBltuF7vW8TeWk8hdRR,2208604435.0,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,4
48,49,Mo Bamba,Sheck Wes,1xzBco0xcoJEDXktl7Jxrr,906171447.0,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,4
49,50,Beautiful People (feat. Khalid),"Ed Sheeran, Khalid",4evmHXcjt3bTUHD1cvny97,,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,4
50,51,Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",0QIjsbm2fh1cJ45XO9eGqq,789834900.0,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,4
51,52,Whiskey Glasses,Morgan Wallen,6foY66mWZN0pSRjZ408c00,,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,4
52,53,God's Country,Blake Shelton,1dyxS3YzBbL0t8rEVwVQ1K,295861292.0,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,4
53,54,Be Alright,Dean Lewis,3EPXxR3ImUwfayaurPi3cm,1458900857.0,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,4
54,55,Pure Water (with Migos),"Mustard, Migos",63cd4JkwGgYJrbOizbfmsp,641629449.0,0.68,0.559,0,-5.545,1,0.129,0.172,0.0,0.318,0.137,202.006,4
55,56,The Git Up,Blanco Brown,5dW1VZPcFqB4n0P08rGDgm,314327436.0,0.847,0.678,9,-8.635,1,0.109,0.0669,0.0,0.274,0.811,97.984,4
56,57,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake, Selena Gomez, Ozuna, Cardi B",4w8niZpiMy6qz1mntFA5uM,2018.0,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4
57,58,Close To Me (with Diplo) (feat. Swae Lee),"Ellie Goulding, Diplo, Swae Lee",5JEx7HbmvHQQswJCsoo9rA,,0.575,0.758,1,-5.029,0,0.0618,0.0954,0.0,0.394,0.493,144.107,4
58,59,Envy Me,Calboy,05t7JMip6JrLuSrMV5yYjX,456385058.0,0.556,0.481,11,-7.663,1,0.313,0.282,0.0,0.216,0.581,149.025,4
59,60,You Say,Lauren Daigle,6Up545NUflOiXo8cEraH49,452652019.0,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,4
60,61,"Hey Look Ma, I Made It",Panic! At The Disco,22oEJW6r2rMb9z4IntfyEa,,0.577,0.833,5,-3.337,1,0.0695,0.0137,0.0,0.121,0.58,107.936,4
61,62,Circles,Post Malone,21jGcNKet2qwijlDFuPiPb,2025290942.0,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,4
62,63,Beer Never Broke My Heart,Luke Combs,7nfmK6oHPDlAd68A11d7AN,,0.54,0.863,1,-4.483,1,0.0481,0.0138,0.0,0.0871,0.64,77.0,4
63,64,The London (feat. J. Cole & Travis Scott),"Young Thug, J. Cole, Travis Scott",7DcvwMAiqKJQD1rrdfxSDx,,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,4
64,65,Con Calma - Remix,"Daddy Yankee, Katy Perry, Snow",4au7FRcgZzChASRYu279xH,,0.736,0.868,8,-3.01,0,0.0454,0.166,1.48e-06,0.0419,0.613,94.026,4
65,66,Murder On My Mind,YNW Melly,7eBqSVxrzQZtK2mmgRG6lC,872565100.0,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,4
66,67,when the party's over,Billie Eilish,43zdsphuZLzwA9k4DJhU0I,,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,4
67,68,Act Up,City Girls,3A2yGHWIzmGEIolwonU69h,257755523.0,0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075,4
68,69,I Like It,"Cardi B, Bad Bunny, J Balvin",58q2HKrzhC3ozto2nDdN4z,1481045215.0,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,4
69,70,Trampoline,SHAED,0lsRatBUs9HNIZAmoGABzk,210498251.0,0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,4
70,71,Leave Me Alone,Flipp Dinero,14mHfNsSHN0FbLftyjrV9g,595047081.0,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,4
71,72,breathin,Ariana Grande,4OafepJy2teCjYJbvFE60J,,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,4
72,73,bury a friend,Billie Eilish,4SSnFejRGlZikf02HLewEF,,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,4
73,74,Close Friends (Lil Baby & Gunna),Lil Baby,5nzhL67GpF9szXWg5y509A,,0.676,0.578,10,-4.669,0,0.375,0.0509,0.0,0.0796,0.698,158.896,4
74,75,Baby Shark,Pinkfong,5ygDXis42ncn6kYG14lEVG,46926544.0,0.829,0.886,8,-1.746,1,0.112,0.259,0.0,0.0559,0.777,115.056,4
75,76,My Type,Saweetie,6nxcOGl5E292RUh7iR7KTW,325550415.0,0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038,4
76,77,Worth It,YK Osiris,4XiGKQqbmnMVxDzUj6j3f2,291016710.0,0.764,0.528,5,-4.082,0,0.0588,0.468,0.0,0.0811,0.422,123.936,5
77,78,Only Human,Jonas Brothers,0DiDStADDVh3SvAsoJAFMk,,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,4
78,79,Knockin' Boots,Luke Bryan,6ERR6e7h6wCqGoz1TjiUJb,,0.739,0.682,2,-3.728,1,0.205,0.129,0.0,0.328,0.634,131.983,4
79,80,Trip,Ella Mai,6CTWathupIiDs7U4InHnDA,420728911.0,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,4
80,81,Rumor,Lee Brice,56eGOeSsqdg3FLxdo83TwV,273652610.0,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,4
81,82,Swervin (feat. 6ix9ine),"A Boogie Wit da Hoodie, 6ix9ine",1wJRveJZLSb1rjhnUHQiv6,,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,4
82,83,How Do You Sleep?,Sam Smith,6b2RcmUt1g9N9mQ3CbjX2Y,,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,5
83,84,Baby (Lil Baby feat. DaBaby),"Quality Control, Lil Baby, DaBaby",5MPPttjfGap2C6j6eKcO6J,410631689.0,0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003,4
84,85,Look What God Gave Her,Thomas Rhett,2KqJC0koTBUyDlsMt5ok1V,209127306.0,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,4
85,86,Good as You,Kane Brown,1D07CwYBPqu8NbQTdu9C1g,,0.634,0.516,8,-6.05,1,0.0373,0.4,0.0,0.142,0.769,153.831,4
86,87,Clout (feat. Cardi B),"Offset, Cardi B",59ywHNwwchG4nZJMLyxSzd,,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,4
87,88,Love Lies (with Normani),"Khalid, Normani",45Egmo7icyopuzJN0oMEdk,2018.0,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955,4
88,89,One Thing Right,"Marshmello, Kane Brown",4hPpVbbakQNv8YTHYaOJP4,,0.659,0.625,4,-2.253,1,0.045,0.0644,0.0,0.582,0.442,88.042,4
89,90,Cash Shit (feat. DaBaby),"Megan Thee Stallion, DaBaby",2rMAtCaTj16NptyVfEIeAC,,0.921,0.635,1,-4.904,1,0.416,0.0218,0.0,0.0946,0.549,130.028,4
90,91,Tequila,Dan + Shay,42fw0rxRO2xbesF6mJfd4Y,527637172.0,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,4
91,92,Shotta Flow,NLE Choppa,4dAMdQ6g4kGmnc1MDHsg77,,0.888,0.43,9,-6.728,1,0.588,0.0786,1.58e-06,0.132,0.45,120.088,4
92,93,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),"Megan Thee Stallion, Ty Dolla $ign, Nicki Minaj",5N1o6d8zGcSZSeMFkOUQOk,2019.0,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,4
93,94,Talk You Out Of It,Florida Georgia Line,4qQwGRtGT7l6ckQtdPEFd4,,0.651,0.708,4,-4.791,1,0.0376,0.582,0.0,0.0796,0.558,119.964,4
94,95,Beautiful (feat. Camila Cabello),"Bazzi, Camila Cabello",4VUwkH455At9kENOfzTqmF,,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,4
95,96,Eyes On You,Chase Rice,5AnSllIrgGsCZzZJkVnApx,284974999.0,0.606,0.652,9,-6.982,1,0.0281,0.323,0.0,0.201,0.476,97.155,4
96,97,All To Myself,Dan + Shay,0uSGTaHms9ceAxb7L6VLrU,,0.651,0.782,1,-4.622,1,0.0303,0.23,0.0,0.139,0.619,94.94,4
97,98,boyfriend (with Social House),"Ariana Grande, Social House",0Ryd8975WihbObpp5cPW1t,,0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,4
98,99,Walk Me Home,P!nk,7DHApOHsIFo7EyfieArYGE,,0.652,0.453,1,-6.119,1,0.0445,0.0507,0.0,0.179,0.432,88.039,3
99,100,Robbery,Juice WRLD,6Hj9jySrnFppAI0sEMCZpJ,1133196627.0,0.685,0.692,2,-5.122,1,0.0457,0.328,0.0,0.153,0.578,159.966,5
